goodreads_book_id,tag_id,count
250,251,29
250,10825,26
250,21989,25
250,3885,20
250,10835,20
250,30521,19
250,31656,18
250,17213,17
250,9221,16
250,21437,16
250,272,16
250,2312,14
250,248,14
250,11590,13
250,18326,13
250,10817,13
250,20849,12
250,923,12
250,20282,12
250,8055,11
250,10210,11
250,10197,10
250,21111,10
250,12948,10
250,18292,10
250,21689,10
250,1416,10
250,2335,9
250,32586,9
250,254,9
250,27387,9
250,22689,8
250,22111,8
250,20302,8
250,933,8
250,10644,7
250,26138,7
250,14064,7
250,2294,7
250,30672,7
250,10093,7
250,7423,7
250,7478,7
250,1659,7
250,24447,7
250,31505,7
250,27368,7
250,20774,6
250,9886,6
250,2271,6
250,20279,6
250,1642,6
250,400,6
250,4605,6
250,20731,6
250,19742,6
250,21374,6
250,22009,6
250,20086,6
250,3883,6
250,15169,5
250,3392,5
250,5090,5
250,14764,5
250,18318,5
250,20288,5
250,267,5
250,22944,5
250,7654,5
250,31557,5
250,6122,5
250,21438,5
250,31528,5
250,20125,5
250,7417,5
250,10658,5
250,11753,5
250,18606,5
250,2287,5
250,20781,4
250,27556,4
250,29316,4
264,7457,2632
264,11743,1053
264,11557,420
264,7404,391
264,22743,256
264,5207,243
264,18367,226
264,509,175
264,240,137
264,2277,132
264,22034,131
264,2313,118
264,14487,116
264,7423,98
264,236,97
264,26138,93
264,7478,88
264,9221,83
264,2312,82
264,22753,80
264,17213,69
264,30521,66
264,21989,59
264,4949,59
264,7417,59
264,14266,59
264,31859,58
264,30635,57
264,251,55
264,18045,51
264,18326,50
264,10644,45
264,30574,44
264,14467,44
264,20849,43
264,3392,39
264,1416,39
264,10210,38
264,5751,37
264,10197,37
264,11590,35
264,32586,34
264,20811,34
264,1659,33
264,20774,31
264,10641,31
264,7422,31
264,22689,29
264,248,28
264,1642,27
264,10658,27
264,371,27
264,21815,26
264,3371,25
264,14764,25
264,31656,25
264,261,25
264,31505,25
264,3389,24
264,30672,24
264,254,24
264,15924,24
264,26735,22
264,18292,22
264,9484,22
264,5776,22
264,7668,21
264,2287,21
264,15169,20
264,18318,20
264,10093,20
264,9477,20
264,22733,20
264,23229,20
264,2271,19
264,272,19
264,30768,19
264,10932,18
264,22816,18
264,29716,18
264,2104,17
264,14064,17
264,12948,17
264,31557,17
264,16056,17
264,25433,17
264,23233,17
264,20731,16
264,522,16
264,7427,16
264,29325,16
264,30573,15
264,5444,15
264,30766,15
264,7451,15
264,32315,15
264,21597,15
264,22352,14
264,518,14
264,521,13
320,7457,5578
320,30574,4805
320,22743,1207
320,18367,1174
320,7404,920
320,22034,897
320,5207,893
320,11590,581
320,17639,519
320,21989,510
320,28261,455
320,22753,441
320,4949,417
320,30521,391
320,8717,386
320,240,380
320,1416,376
320,18896,364
320,17640,348
320,11557,318
320,18326,318
320,9221,263
320,11743,262
320,18045,251
320,20849,235
320,7686,231
320,923,218
320,236,217
320,33777,215
320,9477,215
320,28189,213
320,17645,201
320,1659,188
320,2104,187
320,7478,186
320,20774,185
320,21662,181
320,1642,176
320,8055,175
320,31133,174
320,21656,168
320,18318,166
320,32586,160
320,26256,159
320,9484,154
320,30672,153
320,14467,153
320,11505,150
320,30573,149
320,10862,148
320,15169,144
320,12948,141
320,21374,140
320,28269,139
320,251,135
320,11570,134
320,12767,134
320,7423,132
320,30635,131
320,8067,128
320,20731,126
320,12869,124
320,8346,123
320,26735,122
320,9638,122
320,26138,114
320,27535,112
320,22689,111
320,18292,108
320,17213,107
320,28190,107
320,9886,106
320,31140,105
320,32799,104
320,22330,103
320,3389,102
320,5051,101
320,11574,98
320,30860,98
320,7687,94
320,26251,90
320,19313,89
320,5090,87
320,7417,87
320,18919,86
320,11221,80
320,450,80
320,3392,79
320,11834,79
320,22456,79
320,17638,77
320,254,76
320,14064,75
320,10197,74
320,26246,73
320,12868,73
320,21915,73
320,22449,73
320,30590,72
320,14764,71
343,30574,107894
343,8717,4119
343,11557,3262
343,11743,2637
343,14487,1473
343,7457,1307
343,14821,888
343,22743,609
343,20939,554
343,8517,516
343,5207,512
343,11590,498
343,30358,493
343,14467,474
343,13098,471
343,22034,350
343,240,318
343,11305,310
343,18367,303
343,13109,244
343,22753,236
343,12452,233
343,21989,211
343,7404,210
343,30521,198
343,236,196
343,4949,196
343,9221,172
343,18919,160
343,8055,158
343,1642,147
343,26735,137
343,13446,134
343,13116,129
343,923,125
343,18045,117
343,29076,111
343,9886,110
343,18326,108
343,14552,106
343,20656,102
343,33777,101
343,20774,99
343,9367,99
343,1659,92
343,8922,90
343,20994,87
343,251,87
343,11497,85
343,15169,81
343,20849,80
343,12553,80
343,25170,79
343,31133,79
343,5090,76
343,10932,75
343,8067,74
343,32586,72
343,5051,71
343,13108,67
343,11574,64
343,12948,63
343,25151,61
343,26126,61
343,25114,61
343,20282,60
343,5481,58
343,2104,55
343,1128,55
343,25152,55
343,31505,55
343,20570,55
343,11978,53
343,25150,52
343,4021,52
343,11570,52
343,1416,51
343,24960,49
343,3389,48
343,27535,46
343,31140,46
343,10197,45
343,30386,45
343,12315,45
343,254,44
343,23287,44
343,11491,43
343,248,43
343,8545,43
343,22352,42
343,18318,42
343,11505,41
343,10939,41
343,28525,41
343,473,41
343,22009,41
343,17213,40
343,25506,40
343,22689,39
343,19524,39
400,30574,5798
400,11743,407
400,8717,388
400,14487,128
400,11557,126
400,22034,61
400,240,61
400,18367,57
400,22743,56
400,236,55
400,2277,53
400,261,46
400,5207,41
400,251,34
400,23931,31
400,8055,30
400,18326,30
400,21989,26
400,30521,26
400,2313,23
400,14552,22
400,18045,20
400,24080,20
400,14467,20
400,8067,19
400,9709,19
400,22753,18
400,7457,18
400,272,18
400,31656,17
400,9249,17
400,9221,16
400,2335,16
400,923,14
400,32586,13
400,248,13
400,24083,13
400,24060,13
400,16404,13
400,2294,12
400,30672,12
400,473,12
400,11590,11
400,2271,11
400,8517,11
400,18318,10
400,1416,10
400,31505,10
400,20849,9
400,2312,9
400,12948,9
400,22330,9
400,17213,8
400,10197,8
400,20288,8
400,4949,8
400,31535,8
400,8020,8
400,26735,7
400,18292,7
400,16405,7
400,20774,6
400,3371,6
400,30573,6
400,14764,6
400,2305,6
400,3261,6
400,21869,6
400,17011,6
400,15169,5
400,3389,5
400,5090,5
400,22689,5
400,5444,5
400,30358,5
400,10093,5
400,20282,5
400,254,5
400,275,5
400,21689,5
400,4605,5
400,9477,5
400,22733,5
400,10866,5
400,26697,5
400,8069,5
400,24062,5
400,22542,5
400,14040,5
400,17837,5
400,24960,4
400,9484,4
400,20731,4
400,11834,4
400,7654,4
400,31514,4
400,17958,4
400,19564,4
400,24082,4
400,31646,4
424,30574,4161
424,8717,1404
424,21773,482
424,21689,246
424,10891,188
424,11557,134
424,19733,125
424,14552,105
424,27669,101
424,7457,96
424,11743,73
424,16651,69
424,6131,68
424,5207,65
424,10886,56
424,2277,52
424,450,47
424,4949,43
424,22743,42
424,30521,42
424,23931,38
424,19742,38
424,18045,36
424,923,31
424,32686,29
424,4605,28
424,30755,27
424,11590,25
424,8483,25
424,2313,24
424,11644,24
424,22753,23
424,5413,23
424,32865,23
424,2271,21
424,8683,21
424,32724,20
424,25152,19
424,2335,19
424,7404,19
424,30756,19
424,21685,19
424,25151,18
424,32586,18
424,25149,18
424,4615,18
424,1195,18
424,3389,17
424,31656,17
424,26735,17
424,10888,17
424,31505,16
424,27678,16
424,16436,16
424,3392,15
424,25150,15
424,3371,14
424,32688,14
424,21413,14
424,1416,13
424,28052,13
424,18589,13
424,2312,12
424,11643,12
424,21739,12
424,3611,12
424,7658,12
424,17213,11
424,10197,11
424,8055,11
424,31155,11
424,25506,11
424,28964,11
424,11662,11
424,1014,11
424,8482,11
424,9221,10
424,11505,10
424,1642,10
424,3358,10
424,23471,10
424,11665,10
424,21374,10
424,919,10
424,18329,10
424,24960,9
424,18318,9
424,19738,9
424,6022,9
424,7668,9
424,21803,9
424,8491,9
424,8680,9
424,8364,9
424,31595,9
424,9483,9
424,21437,8
424,25148,8
424,21487,8
424,25239,8
428,30574,445
428,7457,123
428,22034,71
428,240,57
428,30521,56
428,18367,52
428,8055,50
428,30445,50
428,22743,44
428,5207,43
428,18326,41
428,6131,37
428,11665,36
428,1659,35
428,236,33
428,923,30
428,18589,28
428,18045,27
428,30672,27
428,32586,26
428,2312,25
428,32686,25
428,31656,24
428,261,24
428,21989,23
428,2313,23
428,14719,23
428,251,21
428,8067,20
428,461,19
428,22753,18
428,1642,18
428,30463,18
428,2098,17
428,11743,16
428,11643,16
428,248,16
428,272,16
428,450,16
428,17213,15
428,11644,15
428,16436,15
428,7404,14
428,32688,14
428,210,14
428,1029,14
428,5390,14
428,2335,13
428,25506,13
428,11590,12
428,14487,12
428,11834,12
428,25152,11
428,10197,11
428,12948,11
428,1416,11
428,5051,11
428,32724,11
428,18139,11
428,25150,10
428,18318,10
428,25149,10
428,254,10
428,32099,10
428,30471,10
428,10644,9
428,19524,9
428,24338,9
428,30444,9
428,2294,8
428,26735,8
428,783,8
428,18292,8
428,21689,8
428,30551,8
428,5481,8
428,32080,8
428,9297,8
428,17528,8
428,18138,8
428,7478,7
428,24997,7
428,19733,7
428,21274,7
428,11673,7
428,10891,7
428,7668,7
428,31528,7
428,13759,7
428,9483,7
428,11557,6
428,24960,6
428,25153,6
428,20288,6
428,10093,6
428,25000,6
428,25148,6
428,21265,6
428,11662,6
428,1028,6
431,30574,3213
431,11743,1071
431,11557,557
431,20939,301
431,8717,271
431,22743,188
431,240,180
431,2277,163
431,18367,154
431,8055,141
431,22034,139
431,21437,127
431,5207,123
431,236,100
431,2313,90
431,8517,89
431,27669,88
431,21989,84
431,9221,80
431,18326,76
431,10644,74
431,31656,73
431,7457,71
431,11590,67
431,22753,60
431,8067,60
431,18045,55
431,30521,55
431,251,55
431,23131,54
431,17213,53
431,923,46
431,24080,41
431,20849,40
431,1416,40
431,248,38
431,9336,37
431,20774,35
431,22111,35
431,24083,34
431,19835,33
431,2271,32
431,2312,32
431,30358,32
431,261,31
431,10197,30
431,11978,29
431,12948,28
431,32586,28
431,2335,27
431,4949,27
431,3456,26
431,31505,26
431,25167,24
431,18318,24
431,21672,24
431,254,23
431,21111,22
431,473,21
431,25151,20
431,2294,20
431,20994,20
431,21384,20
431,10093,20
431,24060,20
431,15169,19
431,30672,19
431,1659,19
431,20288,18
431,272,18
431,18292,18
431,21438,18
431,22009,18
431,20279,16
431,10210,16
431,31528,16
431,5090,15
431,18919,15
431,7404,15
431,18338,15
431,31642,15
431,33104,15
431,26126,14
431,11055,14
431,27199,13
431,1642,13
431,15362,13
431,22733,13
431,25150,12
431,20926,12
431,20731,12
431,7654,12
431,31535,12
431,24960,11
431,20781,11
431,20957,11
431,9638,11
431,11834,11
431,21374,11
431,31514,11
432,30574,5159
432,11743,261
432,8717,156
432,20939,126
432,11557,78
432,18367,40
432,2277,37
432,8055,32
432,22034,28
432,22743,27
432,8517,27
432,2313,26
432,18326,25
432,923,25
432,7457,22
432,23131,22
432,21437,22
432,21989,21
432,5207,20
432,24080,18
432,8921,18
432,8067,17
432,26735,17
432,31656,15
432,27199,14
432,31535,14
432,11590,13
432,473,13
432,9221,12
432,10644,11
432,236,11
432,1642,10
432,9336,10
432,240,10
432,22753,9
432,2312,9
432,24060,9
432,20849,8
432,5090,8
432,18045,8
432,3456,8
432,26126,8
432,19835,8
432,12948,8
432,20994,8
432,29187,8
432,25150,7
432,22009,7
432,24083,7
432,10197,6
432,2294,6
432,7404,6
432,24997,6
432,20989,6
432,20957,6
432,20926,6
432,12315,6
432,26740,6
432,23471,6
432,19524,6
432,27669,6
432,22111,6
432,31528,6
432,31514,6
432,30521,5
432,25167,5
432,18318,5
432,32586,5
432,24996,5
432,10094,5
432,251,5
432,25114,5
432,26752,5
432,7668,5
432,23960,5
432,2104,4
432,20774,4
432,25152,4
432,25151,4
432,17213,4
432,11574,4
432,21111,4
432,20279,4
432,30358,4
432,10093,4
432,8527,4
432,8533,4
432,25149,4
432,1659,4
432,33760,4
432,13561,4
432,7778,4
432,13547,4
432,21672,4
432,8545,4
432,32302,4
432,11570,4
432,25761,4
432,895,4
432,18377,4
446,30574,6029
446,11743,406
446,8717,313
446,11557,154
446,8055,57
446,2277,55
446,22743,51
446,21437,49
446,22034,46
446,18367,46
446,5207,45
446,23131,41
446,21989,35
446,2313,35
446,8067,33
446,31656,29
446,10197,27
446,18045,26
446,9221,25
446,18326,23
446,10644,22
446,4949,19
446,22753,18
446,3456,18
446,617,15
446,11590,14
446,20849,14
446,21111,14
446,20774,13
446,22689,13
446,5816,13
446,30521,12
446,18318,12
446,12948,12
446,3392,11
446,17213,11
446,2271,11
446,941,11
446,11221,11
446,11978,11
446,22111,11
446,22009,11
446,9886,10
446,2312,10
446,3389,9
446,26126,9
446,25167,8
446,20288,8
446,26193,8
446,10094,8
446,1659,8
446,5481,8
446,17958,8
446,15169,7
446,5444,7
446,14064,7
446,20279,7
446,1416,7
446,2335,6
446,32586,6
446,24999,6
446,24993,6
446,23349,6
446,25146,6
446,11798,6
446,3371,5
446,25151,5
446,11574,5
446,25147,5
446,2294,5
446,24080,5
446,33777,5
446,603,5
446,25149,5
446,25148,5
446,18292,5
446,15048,5
446,31505,5
446,18338,5
446,22310,5
446,7457,4
446,26138,4
446,25153,4
446,1642,4
446,21384,4
446,25438,4
446,10093,4
446,3358,4
446,18130,4
446,12940,4
446,29316,4
446,33760,4
446,21438,4
446,31528,4
446,25145,4
446,21869,4
446,33104,4
446,943,4
446,7855,4
446,8086,4
447,8717,314
447,11743,284
447,30574,141
447,240,91
447,236,55
447,2277,52
447,23131,47
447,22034,46
447,18367,40
447,10644,34
447,251,30
447,21989,27
447,923,25
447,248,25
447,261,24
447,11590,20
447,22753,19
447,8067,18
447,18045,17
447,30521,17
447,3456,17
447,272,17
447,2312,13
447,254,12
447,26126,11
447,24083,11
447,18326,10
447,2271,10
447,12948,10
447,32586,10
447,20849,9
447,21437,9
447,11978,9
447,9886,8
447,20288,8
447,18318,7
447,2294,7
447,275,7
447,5565,7
447,22111,7
447,20774,6
447,30573,6
447,26193,6
447,10094,6
447,1659,6
447,4949,6
447,5481,6
447,473,6
447,18358,6
447,22743,5
447,11497,5
447,17213,5
447,26138,5
447,30672,5
447,400,5
447,22330,5
447,30860,5
447,22009,5
447,24960,4
447,2104,4
447,25765,4
447,11505,4
447,5090,4
447,25151,4
447,10197,4
447,14064,4
447,21111,4
447,20279,4
447,21384,4
447,10093,4
447,25149,4
447,237,4
447,250,4
447,32080,4
447,14752,4
447,21438,4
447,18338,4
447,31535,4
447,11736,4
447,247,4
447,21866,4
447,483,4
447,22015,4
447,33391,4
447,2281,4
447,268,4
447,9221,3
447,11574,3
447,33777,3
447,3358,3
447,241,3
447,7654,3
447,134,3
447,22816,3
447,20125,3
447,1010,3
447,16658,3
447,10862,3
447,4307,3
447,22310,3
449,30574,3880
449,11743,272
449,240,95
449,11557,70
449,236,64
449,9684,48
449,251,43
449,8055,37
449,22743,36
449,22034,36
449,23131,36
449,2580,34
449,2277,33
449,18367,29
449,8067,27
449,261,27
449,248,26
449,5207,20
449,31656,19
449,21989,18
449,272,18
449,18326,16
449,18045,15
449,2313,14
449,923,14
449,22753,13
449,9221,13
449,10644,13
449,3456,13
449,12948,13
449,254,13
449,30521,11
449,10197,11
449,32586,11
449,3358,10
449,4949,10
449,20849,9
449,3371,9
449,2312,8
449,26126,7
449,1659,7
449,14773,7
449,15169,6
449,22689,6
449,21437,6
449,250,6
449,252,6
449,22009,6
449,23415,6
449,11590,5
449,20774,5
449,7457,5
449,3389,5
449,25152,5
449,25150,5
449,20279,5
449,3377,5
449,400,5
449,237,5
449,487,5
449,503,5
449,2550,5
449,247,5
449,11497,4
449,5090,4
449,5444,4
449,9886,4
449,21111,4
449,18318,4
449,2271,4
449,20288,4
449,2335,4
449,26735,4
449,23471,4
449,275,4
449,5565,4
449,1416,4
449,22025,4
449,4461,4
449,5481,4
449,13962,4
449,9672,4
449,1691,3
449,25151,3
449,14064,3
449,2294,3
449,26193,3
449,10093,3
449,4243,3
449,241,3
449,267,3
449,12940,3
449,11978,3
449,22758,3
449,597,3
449,18338,3
449,9650,3
449,18377,3
449,930,3
449,3457,3
456,30574,484
456,11743,261
456,8717,167
456,11557,97
456,2277,42
456,18367,41
456,23131,39
456,22743,35
456,8055,33
456,22034,30
456,21989,29
456,9221,28
456,31656,28
456,5207,22
456,18326,22
456,2313,21
456,923,16
456,30521,15
456,3456,15
456,10644,14
456,20939,14
456,18045,14
456,22753,13
456,11590,12
456,8067,12
456,20288,10
456,22009,10
456,20849,8
456,26126,8
456,18318,8
456,32586,8
456,11978,8
456,487,8
456,20774,7
456,8517,7
456,2271,6
456,2294,6
456,12948,6
456,2335,6
456,25148,6
456,25147,5
456,20279,5
456,2312,5
456,30358,5
456,18338,5
456,27535,4
456,9886,4
456,21111,4
456,24080,4
456,21384,4
456,11503,4
456,1659,4
456,23471,4
456,4949,4
456,5481,4
456,22376,4
456,25145,4
456,11736,4
456,21869,4
456,24960,3
456,2104,3
456,15169,3
456,11505,3
456,26138,3
456,30573,3
456,12600,3
456,21437,3
456,18990,3
456,26193,3
456,10093,3
456,26735,3
456,24993,3
456,240,3
456,26740,3
456,24447,3
456,5051,3
456,7654,3
456,31557,3
456,617,3
456,1291,3
456,11570,3
456,12347,3
456,22664,3
456,24083,3
456,20301,3
456,31642,3
456,932,3
456,25151,2
456,22545,2
456,3358,2
456,20797,2
456,25630,2
456,134,2
456,15362,2
456,22733,2
456,10862,2
456,25505,2
456,32863,2
456,16999,2
456,26702,2
656,30574,271642
656,8717,24598
656,7457,7569
656,11743,3173
656,11557,1783
656,14487,1366
656,7404,1214
656,26374,993
656,18367,811
656,22743,775
656,26384,767
656,26371,656
656,5207,603
656,32130,470
656,17213,402
656,14552,400
656,14467,380
656,22034,364
656,26382,328
656,30521,313
656,7478,307
656,509,288
656,22753,271
656,240,243
656,7423,223
656,21989,194
656,30635,194
656,9221,180
656,18045,170
656,26138,163
656,11590,157
656,236,154
656,26256,139
656,31505,139
656,10197,138
656,23471,135
656,20811,134
656,20849,131
656,32586,129
656,10210,129
656,7417,121
656,1416,115
656,22330,113
656,18326,108
656,20774,99
656,251,98
656,26379,97
656,30672,91
656,3392,86
656,20731,86
656,17918,81
656,15169,79
656,1642,79
656,30919,78
656,3389,77
656,31133,76
656,10729,76
656,4949,74
656,10094,72
656,26251,71
656,7422,67
656,22689,66
656,9477,65
656,4021,65
656,9886,63
656,26246,62
656,18318,62
656,1659,61
656,3371,59
656,5090,58
656,3358,58
656,31140,58
656,29716,58
656,10932,57
656,23931,56
656,21374,55
656,22733,55
656,12948,54
656,11765,54
656,12869,53
656,5444,52
656,11834,52
656,18292,51
656,10644,50
656,30573,50
656,26257,50
656,9638,50
656,7451,50
656,371,49
656,4037,49
656,254,48
656,29316,48
656,26392,48
656,13207,47
656,17217,47
656,24960,46
656,10093,46
656,2104,45
656,14764,45
656,9484,44
662,30574,12653
662,11743,4365
662,7457,3165
662,11557,2290
662,23471,1698
662,22743,626
662,7404,570
662,18367,522
662,23931,421
662,5207,412
662,26837,326
662,10059,295
662,22034,289
662,8717,273
662,10064,256
662,1416,251
662,10245,198
662,22753,182
662,3704,180
662,23909,174
662,9221,173
662,22159,149
662,26771,146
662,17213,135
662,3389,132
662,21989,131
662,12948,116
662,5951,114
662,6235,111
662,3371,110
662,20849,106
662,2277,105
662,31505,103
662,3392,102
662,7478,102
662,3358,98
662,4949,98
662,27535,96
662,2104,95
662,32586,95
662,11590,93
662,1642,93
662,9477,92
662,18326,90
662,7423,87
662,20774,84
662,1659,80
662,30672,79
662,8055,75
662,923,73
662,12869,71
662,21374,71
662,2313,70
662,18318,70
662,30635,70
662,20282,69
662,22330,68
662,11305,64
662,10197,64
662,9484,64
662,22689,60
662,8346,59
662,11497,58
662,20731,58
662,15169,57
662,12868,57
662,11505,56
662,23465,56
662,7417,55
662,22545,54
662,9638,54
662,26138,52
662,3379,50
662,28014,49
662,9886,48
662,20939,45
662,5090,44
662,24960,43
662,21689,43
662,20279,42
662,10210,42
662,24883,42
662,25506,41
662,10644,40
662,7422,40
662,14064,39
662,11834,39
662,20288,38
662,8344,38
662,9949,38
662,14487,37
662,3377,37
662,26816,37
662,23466,36
662,11798,36
662,2312,35
662,19524,34
662,18292,34
662,12940,34
662,23349,34
665,30574,9753
665,23471,537
665,8717,514
665,21689,206
665,21773,71
665,23931,64
665,22743,57
665,11557,53
665,11743,41
665,22159,38
665,24526,37
665,10916,37
665,3704,35
665,5207,25
665,7457,25
665,14552,21
665,20279,20
665,10891,20
665,12940,19
665,10341,19
665,9221,18
665,24883,18
665,10750,18
665,27124,18
665,8055,17
665,18318,17
665,18130,17
665,22206,17
665,20431,17
665,7966,17
665,6046,16
665,23909,15
665,18045,14
665,30521,14
665,29044,14
665,23366,14
665,17213,13
665,18367,12
665,10245,12
665,18035,12
665,10197,11
665,41,11
665,45,11
665,10210,10
665,434,10
665,3247,10
665,22753,9
665,20849,9
665,11930,9
665,6235,9
665,3703,9
665,6122,8
665,10094,7
665,27095,7
665,28052,7
665,26374,7
665,18036,7
665,433,7
665,3392,6
665,5951,6
665,24044,6
665,3246,6
665,20774,5
665,15169,5
665,2277,5
665,12954,5
665,1416,5
665,21766,5
665,31557,5
665,14752,5
665,23923,5
665,450,5
665,28294,5
665,23920,5
665,18034,5
665,24960,4
665,5090,4
665,3371,4
665,27535,4
665,22352,4
665,923,4
665,31505,4
665,11978,4
665,23458,4
665,23465,4
665,22944,4
665,30258,4
665,23504,4
665,23519,4
665,20888,4
665,10886,4
665,3308,4
665,15174,3
665,27089,3
665,23349,3
665,30339,3
665,23501,3
665,25262,3
665,0,3
665,31945,3
667,30574,7047
667,11743,1934
667,11557,922
667,23471,723
667,10059,679
667,10064,675
667,26837,517
667,7457,439
667,8717,424
667,26771,380
667,22743,317
667,7404,279
667,26735,252
667,18367,240
667,5207,237
667,17213,153
667,25114,140
667,23931,134
667,22034,124
667,3704,113
667,11305,104
667,12315,86
667,26740,83
667,22753,79
667,1642,77
667,23909,77
667,9221,75
667,14370,73
667,18045,71
667,10197,70
667,10210,65
667,7423,62
667,26894,61
667,20811,61
667,20849,60
667,21989,59
667,33114,57
667,1659,57
667,2277,54
667,22159,54
667,12948,51
667,4949,49
667,923,47
667,3389,45
667,10070,45
667,26785,44
667,30521,42
667,10081,42
667,24960,41
667,22025,41
667,10067,40
667,676,38
667,28300,37
667,3371,36
667,26754,36
667,27398,36
667,24883,36
667,15169,35
667,3392,35
667,2104,34
667,18326,34
667,31668,34
667,28014,33
667,27669,32
667,26752,32
667,18318,31
667,25191,31
667,24051,31
667,25761,30
667,10069,30
667,20774,29
667,2313,29
667,10094,29
667,7417,29
667,25152,28
667,10093,28
667,5090,27
667,26138,27
667,11643,27
667,23465,27
667,22689,26
667,26897,26
667,9597,26
667,17217,25
667,3379,25
667,7422,25
667,26374,25
667,24444,25
667,10644,24
667,25151,24
667,27535,24
667,20279,24
667,32586,24
667,11505,23
667,8055,23
667,2312,23
667,9598,23
667,18034,23
667,25822,22
667,11644,22
668,30574,529
668,7457,291
668,23471,231
668,22743,107
668,18367,87
668,14487,86
668,5207,64
668,3704,59
668,7404,54
668,26371,45
668,23931,44
